"","x"
"2196","Markov chain Monte Carlo in practice: A roundtable discussion."
"2197","ftp:##synapse.cs.byu.edu#pub#papers#wilson.sian97.schema.ps"
"2198","Estimating the square root of a density via compactly supported wavelets."
"2199","Control of selective visual attention:"
"2200","ftp:##dino.ph.utexas.edu#wolf#Papers#MutInd.ps"
"2201","A guide to the literature on learning probabilistic networs from data."
"2202","Build ing classifers using Bayesian networks."
"2203","Learning belief networks in the presence of missing values and hidden variables."
"2204","http:##www.swi.psy.uva.nl#usr#maarten#ida.ps"
"2205","Learning to reason."
"2206","On the hardness of approximate rea soning."
"2207","ftp:##ftp.cse.cuhk.edu.hk#pub#techreports#96#tr-96-5.ps.gz"
"2208","Induction and recapitulation of deep musical structure."
"2209","Combining Inductive Learning with Prior Knowledge and Reasoning."
"2210","Toward an ideal trainer."
"2211","A heuristic approach to the discovery of macro-operators."
"2212","The frame problem and Bayesian network action representations."
"2213","Learning polynomials with queries: The highly noisy case."
"2214","Why experimentation can be better than ""perfect guidance""."
"2215","P (1997). Neural models for part whole hierarchies."
"2216","http:##www.cs.umd.edu#~seanl#papers#culture-cogsci.ps"
"2217","http:##www.cs.rutgers.edu#~keane#papers#kbse95.ps.Z"
"2218","""Planning by Incremental Dynamic Programming."""
"2219","Martinez (1993.) The Design and Evaluation of a Rule Induction Algorithm."
"2220","CBR for Document Retrieval The FAllQ Project."
"2221","http:##www.cs.jhu.edu#~sheppard#cs.605.754#papers#paper13a.ps.gz"
"2222","http:##www.merl.com#reports#TR94-05#TR94-05.ps.gz"
"2223","Tight Performance Bounds on Greedy Poli cies Based on Imperfect Value Functions."
"2224","The Canonical Metric For Vector Quantization."
"2225","An optimized theory revision module."
"2226","Wavelet methods for curve estimation."
"2227","http:##www.cs.indiana.edu#l#www#pub#leake#leake#p-95-05.ps.Z"
"2228","http:##www.cs.ucsd.edu#users#mdailey#papers#chapt-ss.ps.gz"
"2229","Relational knowledge discovery in databases."
"2230","Algorithms for partially observable markov decision processes."
"2231","Similar classifiers and VC error bounds."
"2232","Searls. Gene structure prediction by linguistic methods."
"2233","http:##www.cs.ucsd.edu#users#mdailey#papers#jsnc97.ps.gz"
"2234","Combining exploratory projection pursuit and projection pursuit regression with application to neural networks, 1991."
"2235","Objective function formulation of the BCM theory of visual cortical plasticity: Statistical connections, stability conditions."
"2236","Face recognition using a hybrid supervised/unsupervised neural network, 1992."
"2237","http:##www.cis.upenn.edu#~ungar#papers#acc95.ps"
"2238","http:##ci.etl.go.jp#~miyasita#publications#dss.ps"
"2239","`Balanced\' conductances may explain irregular cortical spiking."
"2240","http:##www.isi.edu#~koehn#publications#encoding96.ps.gz"
"2241","ftp:##cns.brown.edu#nin#papers#3dreal-3.ps.Z"
"2242","Nonlinear wavelet shrinkage with Bayes rules and Bayes factors."
"2243","http:##www.stern.nyu.edu#~aweigend#Research#Papers#BEFORENYU#Weigend.Zimmermann.Neuneier_AIWS95.ps.Z"
"2244","Applying Winnow to Context Sensitive Spelling Correction,"
"2245","Geometric ergodicity and hybrid Markov chains."
"2246","A polynomial-time algorithm for the phylogeny problem when the number of character states is fixed."
"2247","http:##www.stern.nyu.edu#~aweigend#Research#Papers#BEFORENYU#experts-overfitting.ps.Z"
"2248","ftp:##ftp.cs.helsinki.fi#pub#Reports#by_Project#Cosco#Learning_Bayesian_Prototype_Trees_by_Simulated_Annealing.ps.gz"
"2249","http:##www.wi.leidenuniv.nl#home#joost#ictai.ps.gz"
"2250","(to appear). When gravity fails: local search topology."
"2251","http:##www.cs.unc.edu#~schmitt#or_v11.ps"
"2252","http:##www.wi.leidenuniv.nl#home#joost#icga.ps.gz"
"2253","http:##www.wi.leidenuniv.nl#home#joost#routing.ps.gz"
"2254","""Cooperative Case-Based Reasoning"","
"2255","ftp:##ftp.di.unito.it#pub#portinal#ais97.ps"
"2256","ftp:##ftp.icsi.berkeley.edu#pub#techreports#1992#tr-92-043.ps.gz"
"2257","http:##www.ri.cmu.edu#afs#cs.cmu.edu#user#thrun#public_html#papers#thrun.KONNAI.planning.ps.gz"
"2258","ftp:##ftp.cs.ucla.edu#pub#stat_ser#R213-B.ps"
"2259","Efficient superscalar performance through boosting."
"2260","The minimum feature set problem."
"2261","Decision-theoretic case-based reasoning."
"2262","""Clustering learning tasks and the selective cross-task transfer of knowledge"","
"2263","http:##www.robotics.stanford.edu#~getoor#papers#util-uai98.ps"
"2264","Ensemble learning for hidden Markovmodels."
"2265","An object-based neural model of serial processing in visual multielement tracking in preparation."
"2266","http:##www.ececs.uc.edu#~sweaver#postscript#cdc.ps"
"2267","Truncating temporal differences: On the efficient implementation of TD() for reinforcement learning."
"2268","Mining for causes of cancer: Machine learning experiments at various levels of detail."
"2269","Efficient implementation of Gaussian processes for interpolation."
"2270","PLEASE: A prototype learning system using genetic algorithms."
"2271","http:##www.math.rutgers.edu#~sontag#FTP_DIR#ibc-general.ps.gz"
"2272","Combining neural and symbolic learning to revise probabilistic rule bases."
"2273","Choosing learning strategies to achieve learning goals."
"2274","http:##www.ingber.com#markets98_vol.ps.Z"
"2275","http:##www.cs.berkeley.edu#~nir#Papers#uai95.ps"
"2276","ftp:##garovix.ijs.si#pub#papers#idamap97#bellazzi.ps.gz"
"2277","ftp:##ftp.ai.mit.edu#pub#users#oded#papers#NIPS97.ps.Z"
"2278","http:##www.informatik.uni-stuttgart.de#ifi#is#Personen#Irene#complexity.ps.gz"
"2279","The role of forgetting in learning."
"2280","Inferring sparse, overcomplete image codes using an efficient coding framework."
"2281","Turing computability with neural nets."
"2282","Genetic programming estimates of kol-mogorov complexity."
"2283","Knowing what doesn\'t matter: Exploiting (intentionally) omitted superfluous data."
"2284","A Case-based Approach to Reactive Control for Autonomous Robots."
"2285","Growing Simpler Decision Trees to Facilitate Knowledge Discovery,"
"2286","Using Bayesian networks for incorporating probabilistic a priori knowledge into Boltzmann machines."
"2287","(1993) Linear dependencies represented by chain graphs."
"2288","Learning default concepts."
"2289","MDL learning of probabilistic neural networks for discrete problem domains."
"2290","Nonlinear trading models through Sharpe Ratio maximization."
"2291","Analysis of neurocon-trollers designed by simulated evolution."
"2292","http:##www.cs.ucc.ie#~dgb#papers#ewcbr98.ps.gz"
"2293","Poole (1997). A constraint-based approach to preference elicitation and decision making."
"2294","http:##www.cc.gatech.edu#faculty#ashwin#papers#er-94-09.ps.Z"
"2295","http:##www.neci.nj.nec.com#homepages#lawrence#papers#gamma-nnsp97#gamma-nnsp97-letter.ps.Z"
"2296","TK (1994). Fast non-linear dimension reduction."
"2297","ftp:##ftp.cs.wisc.edu#Approx#sct1.ps.Z"
"2298","The stationary wavelet transform and some statistical applications."
"2299","http:##robotics.stanford.edu#~ronnyk#dtable.ps.gz"
"2300","Analysis of hospital quality monitors using hierarchical time series models."
"2301","A Vector Microprocessor System."
"2302","http:##www.cs.ualberta.ca#~greiner#PAPERS#impure-ml95.ps"
"2303","http:##meru.uwyo.edu#~karl#papers#think.ps"
"2304","http:##www.neci.nj.nec.com#homepages#lawrence#papers#finance-tr96#finance-tr96-letter.ps.gz"
"2305","Addressing the Selective Superiority Problem: Automatic Algorithm/Model Class Selection."
"2306","(1993) Presynaptic and postsynatic competition in models for the development of neuromuscular connections."
"2307","Rule induction and instance-based learning: A unified approach."
"2308","Learning one more thing,"
"2309","http:##www.dsv.su.se#~henke#MERLIN#ecml98.ps"
"2310","PAC-learning recursive logic programs: Efficient algorithms."
"2311","Backfitting in smoothing spline ANOVA with application to historical global temperature data (thesis)."
"2312","Lookahead and discretization in ILP."
"2313","""Filtering via Simulation: Auxiliary Particle Filters"","
"2314","http:##www.isle.org#~langley#papers#condet.kdd96.ps"
"2315","http:##www.neci.nj.nec.com#homepages#lawrence#papers#nl-icnn96#nl-icnn96-letter.ps.gz"
"2316","http:##www.stern.nyu.edu#~aweigend#Research#Papers#InteractionLayer#Weigend.Zimmermann_JCIF98_300dpi.ps"
"2317","Regression shrinkage and selection via the lasso."
"2318","Heterogeneous Radial Basis Functions,"
"2319","Duplication of coding segments in genetic programming."
"2320","http:##www-cs-faculty.stanford.edu#~koza#ep96.ps"
"2321","http:##www.cs.utexas.edu#users#diek#publications#mass.ps.gz"
"2322","http:##www.mli.gmu.edu#papers#maloof.tai95.ps"
"2323","Empirical studies of the genetic algorithm with non-coding segments,"
"2324","Case-based Acquisition of User Preferences for Solution Improvement in Ill-Structured Domains,"
"2325","Concept learning and flexible weighting."
"2326","ftp:##ftp.cse.unsw.edu.au#pub#users#andrewt#publications#1997#38.ps.Z"
"2327","ftp:##ftp.cs.colorado.edu#users#mozer#papers#dubm.ps"
"2328","The end of the line for a brain-damaged model of unilateral neglect."
"2329","""Models of Parallel Adaptive Logic,"""
"2330","Genetic algorithms for automated tuning of fuzzy controllers: A transportation application."
"2331","""A patient-adaptive neural network ECG patient monitoring algorithm"","
"2332","""A Comparison of ANAPRON with Seven Other Name-pronunciation Systems,"""
"2333","ftp:##ftp.ai.univie.ac.at#papers#oefai-tr-98-08.ps.Z"
"2334","Mistake-driven learning in text categorization."
"2335","""An efficient implementation of sigmoidal neural nets in temporal coding with noisy spiking neurons"","
"2336","Monte Carlo approach to Bayesian regression modeling. In: Computer Intensive Methods in Control and Signal Processing."
"2337","Feature Selection by Means of a Feature Weighting Approach."
"2338","http:##wwwsyseng.anu.edu.au#~jon#papers#ltolchap.ps.gz"
"2339","""Adding Learning to the Cellular development of Neural Networks: Evolution and the Baldwin Effect,"""
"2340","ftp:##synapse.cs.byu.edu#pub#papers#martinez_88b.ps"
"2341","Focusing Construction and Selection of Abductive Hypotheses."
"2342","Error-correcting output coding corrects bias and variance."
"2343","On-line adaptive critic for changing systems."
"2344","Simulating quadratic dynamical systems is Pspace-complete."
"2345","Nonlinear resonance in neuron dynamics."
"2346","ftp:##ftp.cogsci.ed.ac.uk#pub#srhj#nmj_nips.ps.gz"
"2347","http:##theory.stanford.edu#~dabo#papers#grouprep.ps.gz"
"2348","Bayesian model averaging."
"2349","R.S. EMERALD: An Integrated System of Machine Learning and Discovery Programs to Support Education and Experimental Research. Reports of the Machine Learning and Inference Laboratory, MLI 93-10, Machine Learning and Inference Laboratory,"
"2350","A computational environment for exhaust nozzle design."
"2351","http:##cs.nyu.edu#cs#faculty#weinshal#papers#perc-learning.ps.gz"
"2352","R.S. Learning Evolving Concepts Using Partial Memory Approach."
"2353","Toward simulated evolution of machine-language iteration."
"2354","The GP-Music System: Interactive Genetic Programming for Music Composition,"
"2355","http:##cswww.vuse.vanderbilt.edu#~dfisher#tech-reports#biofitd.ps"
"2356","CBR on Semi-structured Documents:"
"2357","""Using Local Trajectory Optimizers to Speed Up Global Optimization in Dynamic Programming,"""
"2358","The parallel transfer of task knowledge using dynamic learning rates based on a measure of relatedness, Connection Science Special Issue: Transfer in Inductive Systems,"
"2359","Limits of control flow on parallelism."
"2360","Learning search-control heuristics for logic programs: Applications tospeed-up learning and languageacquisitions."
"2361","Relative loss bounds for multiclass regression problems."
"2362","Ellman. Knowledge-based re-engineering of legacy programs for robustness in automated design."
"2363","On the sample complexity of weak learning."
"2364","ftp:##psyche.mit.edu#pub#jordan#AIM-1458.ps.Z"
"2365","Associative reinforcement learning: A generate and test algorithm."
"2366","Adapter: an integrated diagnostic system combining case-based and abductive reasoning."
"2367","Learning complex boolean functions : Algorithms and applications."
"2368","""Robot Juggling: An Implementation of Memory-Based Learning,"""
"2369","Adaptation of genetic algorithms for engineering design optimization."
"2370","Discovering structure in continuous variables using Bayesian networks."
"2371","M (1992a). Minimax risk over ` p -balls for l q loss."
"2372","""Efficient Visual Search: A Connectionist Solution,"""
"2373","""Inverting Implication with Small Training Sets"","
"2374","http:##www.demo.cs.brandeis.edu#papers#LinearPE.ps.gz"
"2375","(1996) Parametric design problem solving."
"2376","A distributed reinforcement learning scheme for network routing."
"2377","Efficient instruction scheduling using finite state automata."
"2378","http:##utstat.toronto.edu#reports#tibs#coxlasso.ps"
"2379","ftp:##borneo.gmd.de#pub#as#janus#pre_3.ps"
"2380","ftp:##borneo.gmd.de#pub#as#janus#ref93_2.ps"
"2381","Learning coordinated behaviors for control of a simulated robot."
"2382","A genetic prototype learner."
"2383","Comparing methods for refining certainty-factor rule-bases."
"2384","Constructing conjunctive tests for decision trees."
"2385","(1995) Fast perceptual learning in hyperacuity."
"2386","ftp:##ftp.cis.upenn.edu#pub#msingh#kdd96.ps.Z"
"2387","(1997) Studies of quality monitor time series: The V.A. hospital system,"
"2388","http:##www.hds.utc.fr#~grandval#icann98.ps.gz"
"2389","http:##www.ncrg.aston.ac.uk#Papers#postscript#NCRG_98_002.ps.Z"
"2390","ftp:##ftp.cs.toronto.edu#pub#radford#ais.ps.Z"
"2391","""Introduction to radial basis function networks"","
"2392","Inversion in time."
"2393","Learning under persistent drift."
"2394","http:##www.hds.utc.fr#~grandval#jfa.ps.gz"
"2395","ftp:##ftp.dai.ed.ac.uk#pub#user#chrisg#chrisg_max-problem-in-GP_camera-ready-version.for-GP-96.ps.gz"
"2396","Efficient reinforcement learning."
"2397","http:##www.cs.huji.ac.il#~golany#ismb.ps"
"2398","`Multistrategy learning and theory revision\',"
"2399","http:##www.statslab.cam.ac.uk#~laird#preprints#scaling.ps"
"2400","Partition-based uniform error bounds,"
"2401","An incremental interactive algorithm for regular grammar inference."
"2402","Learning dfa from simple examples."
"2403","ftp:##ftp.umsl.edu#pub#cai#convergence.ps"
"2404","http:##www.dcs.ex.ac.uk#~pclane#icann98.ps"
"2405","ftp:##archive.cis.ohio-state.edu#pub#neuroprose#friedrich.ipmu96.ps.Z"
"2406","http:##www-aig.jpl.nasa.gov#home#fukunaga#publications#ICEC95-priming-camera.ps"
"2407","http:##www-aig.jpl.nasa.gov#public#home#fukunaga#publications#compile-camera.ps"
"2408","ftp:##ftp.dai.ed.ac.uk#pub#user#chrisg#max-problem-in-GP.for_submission_to_gp-96.ps.gz"
"2409","Functional representation as design rationale."
"2410","Human Face Detection in Visual Scenes."
